ONOS1,ONOS2,ONOS3,ONOS4,ONOS5
512,1488,0,320,0
672,1936,352,320,0
304,448,352,320,0
512,1968,0,320,0
512,0,0,320,0
464,1376,0,0,0
160,1552,0,0,0
512,1376,0,0,0
672,1504,352,320,0
672,2912,352,320,0
672,1696,352,0,0
512,2432,352,320,0
672,2400,352,320,0
512,1056,352,320,0
512,1824,224,320,0
640,1968,0,320,0
368,1824,352,320,0
832,3040,704,320,0
160,896,352,0,0
160,1056,352,320,0
160,1056,352,144,0
160,1296,0,0,0
672,1936,352,320,0
672,1824,352,320,0
512,3328,352,464,0
160,1616,352,0,0
528,1776,352,320,0
672,2432,352,320,0
848,3456,688,320,0
672,1584,352,320,0
512,1376,0,320,0
1344,4144,704,640,0
512,1984,352,320,0
672,2432,352,320,0
832,3776,704,640,0
336,2336,704,320,0
1504,5008,1056,640,0
672,4640,704,1600,0
160,608,352,0,0
5456,18816,2816,2736,0
832,4864,704,640,0
1632,5296,704,960,0
288,576,0,320,0
160,6256,704,640,0
672,2144,352,0,0
ONOS1,ONOS2,ONOS3,ONOS4,ONOS5
ONOS1,ONOS2,ONOS3,ONOS4,ONOS5
160,1184,352,320,0
0,1872,0,320,0
512,1696,0,320,0
384,912,16,0,0
160,768,352,0,0
160,544,352,0,0
160,896,352,0,0
0,1216,352,320,0
0,448,352,320,0
256,976,0,320,0
112,1248,0,320,0
80,912,0,0,0
80,608,0,320,0
512,1536,0,320,0
512,1568,0,0,0
160,128,160,0,0
160,768,352,0,0
0,704,0,320,0
320,1536,0,320,0
512,1376,0,320,0
16,1248,0,0,0
160,608,352,0,0
160,1056,352,256,0
512,768,352,320,0
512,1824,0,320,0
80,720,0,0,0
160,944,224,0,0
160,480,256,0,0
384,1056,352,320,0
512,1504,0,320,0
512,1344,0,0,0
160,128,48,320,0
512,1248,0,0,0
0,304,352,0,0
160,608,352,0,0
416,1024,352,320,0
512,1824,0,320,0
512,1376,0,0,0
160,976,320,0,0
160,752,352,0,0
160,1056,352,320,0
512,640,0,320,0
272,1424,0,64,0
672,1728,0,0,0
160,608,352,0,0
304,1184,352,320,0
512,1456,0,320,0
512,160,0,352,0
0,976,16,0,0
160,304,352,0,0
160,960,352,256,0
0,480,112,320,0
464,1824,0,320,0
320,1424,0,0,0
0,1296,0,0,0
160,608,352,0,0
160,1056,352,320,0
512,736,0,320,0
512,1696,0,336,0
192,1264,0,0,0
160,608,352,0,0
160,896,352,0,0
336,1104,240,320,0
512,1568,0,320,0
512,1328,0,0,0
160,1248,288,0,0
160,608,352,0,0
160,1136,352,0,0
512,1200,0,320,0
512,1824,0,320,0
0,864,0,0,0
160,608,352,0,0
160,1056,352,320,0
512,1552,0,320,0
272,1504,0,320,0
368,1424,0,0,0
160,304,352,0,0
160,1216,352,0,0
208,448,0,320,0
512,1552,0,320,0
512,1392,0,0,0
0,1376,0,0,0
160,608,352,0,0
160,1392,352,320,0
512,1504,0,320,0
512,1424,0,320,0
0,400,0,0,0
160,608,352,0,0
0,928,48,320,0
512,1296,0,320,0
0,1296,0,320,0
288,1248,0,0,0
160,608,352,0,0
160,896,352,0,0
512,880,304,320,0
512,1824,0,320,0
0,1040,0,0,0
160,1072,352,0,0
160,608,352,0,0
112,2304,352,320,0
608,1408,0,320,0
512,1360,0,0,0
0,32,0,0,0
160,608,352,0,0
0,528,352,320,0
512,1392,0,320,0
0,1376,0,320,0
0,1040,0,0,0
160,608,352,0,0
160,1040,352,320,0
368,960,0,336,0
512,1376,0,320,0
0,128,0,320,0
512,1392,0,0,0
160,848,112,0,0
160,736,352,0,0
512,576,352,320,0
512,1728,0,320,0
512,0,0,320,0
0,1088,0,0,0
0,0,352,0,0
160,1056,352,288,0
0,2048,0,320,0
512,1264,0,320,0
512,1376,0,0,0
160,608,352,0,0
160,480,352,0,0
416,1264,336,320,0
0,448,0,320,0
512,1376,0,16,0
160,1280,144,0,0
160,608,352,0,0
160,816,352,0,0
512,1344,352,320,0
160,1440,352,320,0
672,1376,0,320,0
560,1488,176,320,0
0,160,0,320,0
448,1248,0,0,0
0,480,0,0,0
160,1008,352,0,0
208,144,352,320,0
192,1712,0,320,0
512,0,0,320,0
176,1280,0,0,0
48,128,352,0,0
160,1008,352,0,0
160,1504,352,320,0
512,1856,0,320,0
256,1376,0,0,0
0,1248,0,0,0
160,928,352,0,0
160,1056,352,320,0
592,944,240,320,0
512,1600,0,320,0
368,1520,0,0,0
160,608,352,0,0
160,704,352,0,0
112,928,304,320,0
512,1824,0,320,0
512,1376,0,0,0
0,832,0,0,0
160,608,352,0,0
160,1056,352,320,0
512,864,0,320,0
416,1728,0,320,0
80,1248,0,0,0
160,1808,352,0,0
0,736,352,80,0
160,1056,352,320,0
512,1328,0,320,0
512,1376,0,0,0
0,0,0,0,0
160,768,352,0,0
160,992,0,320,0
192,1280,352,320,0
0,1376,0,320,0
512,1296,0,0,0
512,0,0,0,0
160,608,352,0,0
0,224,352,0,0
160,1056,352,320,0
0,1296,0,320,0
256,1280,0,0,0
224,0,0,0,0
160,608,352,0,0
160,0,352,320,0
512,1232,0,320,0
0,832,0,320,0
512,1248,0,0,0
160,1104,352,0,0
160,720,352,0,0
208,1184,352,320,0
352,752,0,320,0
512,672,0,288,0
272,960,0,0,0
160,1072,352,0,0
160,704,352,0,0
160,2304,352,320,0
512,1552,0,320,0
512,1424,0,0,0
0,688,0,0,0
160,960,352,0,0
160,1184,352,320,0
208,1872,0,320,0
336,1360,0,0,0
384,1664,0,0,0
160,608,352,0,0
160,1056,352,320,0
512,1184,0,320,0
512,1824,0,320,0
0,1328,0,0,0
160,1248,0,0,0
160,608,352,0,0
160,1056,352,320,0
512,944,320,320,0
512,1760,0,320,0
512,1248,0,0,0
0,912,0,0,0
160,608,352,0,0
160,704,352,0,0
272,128,352,320,0
512,1520,0,320,0
0,0,0,0,0
0,1392,0,0,0
0,304,352,0,0
160,1056,352,320,0
48,1344,0,320,0
512,1600,0,128,0
656,464,0,320,0
160,1248,0,224,0
512,1856,0,0,0
160,544,352,0,0
160,1008,352,0,0
0,448,0,320,0
416,1424,0,320,0
224,1376,0,0,0
96,1088,0,0,0
512,0,0,0,0
160,896,352,0,0
0,144,352,0,0
160,1056,352,320,0
144,1696,0,320,0
512,1376,0,0,0
112,528,80,0,0
160,608,352,0,0
160,224,352,320,0
512,1232,0,320,0
512,688,0,0,0
0,1088,0,0,0
0,480,352,0,0
160,1024,0,0,0
160,608,352,0,0
160,1056,352,320,0
512,1872,0,320,0
512,1376,0,208,0
512,1312,0,0,0
160,480,352,0,0
160,1056,352,0,0
16,736,0,320,0
512,1840,0,320,0
0,1136,0,0,0
160,2144,32,0,0
160,624,128,0,0
160,1440,352,320,0
144,880,208,320,0
464,1472,0,320,0
0,864,0,0,0
0,1104,0,320,0
336,560,0,320,0
272,1344,0,0,0
512,1408,0,320,0
512,0,0,0,0
160,1088,0,0,0
672,1376,0,0,0
160,480,352,0,0
160,704,352,0,0
32,1056,352,320,0
512,1408,0,320,0
672,1440,0,0,0
512,2032,0,320,0
512,656,0,0,0
192,1088,0,0,0
0,128,0,0,0
160,704,352,304,0
192,64,352,320,0
32,1360,0,320,0
512,176,0,0,0
160,1040,0,0,0
160,512,352,0,0
160,1056,352,320,0
0,1328,352,320,0
512,1712,0,0,0
592,1392,0,0,0
160,624,352,0,0
160,576,352,320,0
512,928,128,320,0
160,1056,0,320,0
400,1392,0,0,0
0,944,352,0,0
160,704,352,0,0
160,1344,352,320,0
512,1296,0,320,0
512,752,0,80,0
272,1168,0,0,0
160,624,352,0,0
160,816,352,320,0
480,1360,352,320,0
512,1584,0,320,0
512,1376,0,0,0
64,736,0,0,0
160,720,352,0,0
160,1056,352,320,0
192,1216,288,320,0
448,1136,0,256,0
512,1264,0,0,0
160,368,352,0,0
160,1104,352,272,0
432,448,0,320,0
512,1600,0,320,0
512,1280,0,0,0
112,1616,0,0,0
160,608,352,0,0
160,1072,352,320,0
512,992,352,320,0
512,1824,0,320,0
0,512,0,0,0
160,688,352,0,0
160,1056,256,320,0
512,2128,336,320,0
512,1392,0,320,0
512,1376,0,0,0
160,128,224,0,0
160,704,352,144,0
0,656,352,320,0
512,1472,0,320,0
0,1136,0,0,0
112,720,0,0,0
160,608,352,0,0
160,1056,352,320,0
512,272,352,320,0
352,1488,0,320,0
0,1072,0,320,0
336,1280,0,0,0
512,1376,0,0,0
128,976,0,0,0
160,976,352,0,0
160,1056,352,320,0
512,1200,0,320,0
544,1376,0,0,0
64,1312,0,0,0
160,608,352,0,0
160,1392,352,320,0
272,736,0,320,0
512,1824,0,320,0
48,1104,0,0,0
160,912,304,0,0
160,704,352,176,0
160,1536,352,320,0
512,1600,0,320,0
512,1376,0,0,0
0,16,0,0,0
160,608,352,0,0
160,1056,128,320,0
512,1696,0,320,0
512,1376,0,0,0
336,1536,0,0,0
160,608,352,0,0
160,1296,352,288,0
0,688,208,320,0
512,1440,0,320,0
0,1344,0,0,0
160,1088,0,0,0
160,608,352,0,0
160,1360,352,320,0
512,464,80,320,0
512,1792,0,320,0
0,0,0,0,0
160,1152,352,0,0
160,864,96,0,0
0,1040,0,0,0
160,848,48,0,0
160,1056,352,336,0
512,1488,336,320,0
512,1264,0,320,0
512,1376,0,0,0
160,128,192,0,0
160,704,352,80,0
0,944,0,320,0
512,1568,0,320,0
400,1408,0,0,0
144,1168,0,0,0
160,608,352,0,0
160,1008,352,320,0
128,560,0,320,0
512,1760,0,0,0
0,1088,0,0,0
160,496,352,0,0
160,704,352,320,0
160,1856,352,320,0
512,528,0,320,0
512,1136,0,0,0
16,0,0,0,0
160,608,352,0,0
160,448,0,320,0
528,480,176,320,0
400,1008,0,48,0
352,1376,0,0,0
352,128,0,0,0
160,608,352,112,0
160,448,352,320,0
192,1104,0,320,0
512,32,0,0,0
512,1088,0,0,0
128,496,208,0,0
160,704,352,320,0
640,384,352,320,0
448,1632,0,176,0
512,448,0,0,0
352,1088,0,0,0
48,480,352,0,0
160,576,352,320,0
160,736,352,320,0
48,1680,0,320,0
512,1168,0,0,0
144,1088,0,0,0
160,448,352,0,0
160,1056,352,320,0
512,352,64,320,0
512,1824,0,64,0
288,1920,0,0,0
400,1216,0,0,0
512,1280,0,320,0
512,1040,0,0,0
352,1136,0,0,0
160,272,16,0,0
160,592,352,320,0
160,1200,352,320,0
512,1616,0,320,0
224,1376,0,0,0
0,1088,0,0,0
160,704,352,96,0
160,1056,352,320,0
400,1904,0,320,0
512,1376,0,0,0
512,1088,0,0,0
160,480,352,0,0
160,1056,352,320,0
0,832,0,320,0
496,1472,0,320,0
512,1248,0,0,0
352,992,0,0,0
160,608,352,0,0
160,1056,352,320,0
416,832,0,320,0
560,1792,0,0,0
0,1088,0,0,0
160,656,352,0,0
160,928,352,320,0
0,2304,352,320,0
512,1376,0,0,0
512,1616,0,0,0
512,0,0,0,0
160,944,352,0,0
0,336,0,320,0
144,1504,352,320,0
320,1568,0,16,0
512,1376,0,0,0
160,352,64,0,0
160,608,352,320,0
160,352,352,320,0
528,1232,0,320,0
512,384,0,0,0
400,992,0,0,0
48,256,288,272,0
160,1056,352,320,0
512,576,0,320,0
512,1392,0,0,0
128,0,0,0,0
160,1440,352,160,0
160,416,352,320,0
528,1072,0,320,0
0,992,0,0,0
512,1136,0,0,0
160,1024,0,0,0
160,704,96,320,0
160,384,352,320,0
512,1840,0,0,0
512,0,0,0,0
160,1040,352,0,0
0,48,352,320,0
160,1440,352,320,0
512,1136,0,320,0
512,1472,0,0,0
160,272,112,0,0
160,608,352,320,0
160,352,352,320,0
528,1184,0,320,0
512,160,0,0,0
464,992,0,0,0
0,256,0,0,0
160,1056,352,320,0
512,480,0,320,0
512,1472,0,0,0
512,0,0,0,0
160,1056,352,0,0
160,176,352,320,0
160,1200,352,320,0
0,1552,0,320,0
512,1520,0,0,0
656,1040,80,0,0
160,1056,352,0,0
160,368,352,320,0
160,1360,352,320,0
32,1424,0,320,0
512,1408,0,0,0
672,992,0,0,0
160,928,0,0,0
352,1056,352,320,0
0,1088,0,320,0
512,1760,0,0,0
512,1040,0,0,0
160,496,352,0,0
160,608,352,320,0
160,1648,352,320,0
512,832,0,320,0
512,1728,0,0,0
224,992,0,0,0
160,656,352,0,0
160,704,352,320,0
160,2000,352,320,0
512,1456,0,96,0
512,1376,0,0,0
160,352,0,0,0
160,1440,352,320,0
0,1216,0,320,0
512,1520,0,320,0
576,1376,0,0,0
336,1456,0,0,0
160,624,352,288,0
160,1072,352,320,0
512,880,0,320,0
528,1728,0,0,0
96,416,0,0,0
160,512,352,144,0
160,1056,352,320,0
512,1024,96,320,0
512,1376,0,0,0
512,1152,0,0,0
160,608,352,0,0
160,1056,352,320,0
416,832,256,320,0
512,1376,0,0,0
0,1040,0,0,0
160,624,352,0,0
160,704,352,320,0
160,608,352,320,0
32,384,352,320,0
512,1296,0,176,0
480,0,0,0,0
160,1264,352,0,0
512,1152,0,0,0
160,608,352,0,0
160,224,352,320,0
112,1440,352,320,0
512,848,0,320,0
560,1376,0,0,0
0,1248,0,0,0
160,624,352,320,0
160,1440,352,320,0
160,1040,352,320,0
400,1408,352,320,0
512,1376,0,0,0
512,1376,0,0,0
160,352,352,0,0
160,720,352,320,0
96,448,352,320,0
512,1264,0,320,0
384,1008,0,0,0
224,1040,0,0,0
160,608,352,320,0
160,1056,352,320,0
512,928,0,320,0
512,1440,0,0,0
0,0,0,0,0
160,608,352,48,0
0,448,240,320,0
512,1152,0,320,0
512,992,0,0,0
416,992,0,0,0
112,352,352,0,0
160,704,352,320,0
160,704,352,320,0
544,1536,0,192,0
512,0,0,0,0
160,1376,80,0,0
144,352,0,272,0
160,1120,352,320,0
512,272,0,320,0
512,1680,0,0,0
512,0,0,0,0
160,896,352,0,0
160,96,80,320,0
160,1440,352,320,0
240,1456,0,320,0
512,1376,0,0,0
160,1264,352,0,0
160,704,352,320,0
160,992,352,320,0
512,1728,0,176,0
512,0,0,0,0
96,1088,0,0,0
0,96,144,320,0
160,1056,352,320,0
320,512,0,320,0
512,1376,0,0,0
208,480,0,0,0
160,608,352,304,0
160,304,352,320,0
512,1136,0,320,0
112,1136,0,320,0
544,1376,0,0,0
160,768,0,0,0
160,704,352,320,0
240,0,352,320,0
512,1824,0,144,0
512,80,0,0,0
160,880,352,0,0
160,704,352,320,0
160,1216,352,320,0
0,1552,0,320,0
512,1376,0,0,0
160,1344,352,0,0
160,608,352,320,0
160,1456,352,320,0
512,1344,0,320,0
512,0,0,0,0
512,1008,0,0,0
160,368,0,0,0
160,704,352,320,0
416,1056,352,320,0
512,1824,0,16,0
512,0,0,0,0
160,624,304,0,0
160,352,352,320,0
160,1456,352,320,0
0,640,0,320,0
512,1376,0,0,0
0,368,0,0,0
160,608,352,320,0
160,1040,352,320,0
512,864,352,320,0
512,1312,0,320,0
512,1312,0,0,0
672,1424,0,0,0
160,608,352,272,0
160,1248,352,320,0
272,832,0,320,0
512,1632,0,0,0
0,752,0,0,0
160,512,352,0,0
160,1008,352,320,0
160,1600,352,336,0
512,1280,208,320,0
160,1056,0,0,0
160,1056,352,0,0
160,352,0,320,0
160,1168,352,320,0
512,1280,0,320,0
512,1376,0,0,0
160,352,0,0,0
160,608,352,320,0
48,448,0,320,0
512,1344,112,320,0
304,1344,0,0,0
512,1136,0,0,0
512,896,0,0,0
144,896,64,0,0
160,384,0,144,0
160,1104,352,320,0
512,848,0,320,0
512,1728,0,0,0
672,1232,0,0,0
160,608,352,0,0
160,288,352,320,0
512,1088,352,320,0
512,1728,0,320,0
512,1376,0,0,0
480,992,0,0,0
160,608,352,64,0
176,1264,352,320,0
512,1152,0,320,0
512,1536,0,0,0
80,992,0,0,0
160,416,352,0,0
160,768,352,320,0
160,1392,352,320,0
512,1520,0,320,0
512,1552,0,0,0
0,992,0,0,0
160,608,352,16,0
160,1056,352,320,0
224,1632,208,320,0
512,1376,0,0,0
528,1200,0,0,0
160,576,352,0,0
160,736,80,240,0
0,480,48,320,0
512,1376,0,320,0
336,1296,0,0,0
48,992,0,0,0
160,608,352,192,0
160,1264,352,320,0
512,912,0,320,0
512,1728,0,0,0
0,0,0,0,0
112,864,0,0,0
64,352,0,320,0
160,1056,352,320,0
512,736,0,320,0
512,1376,0,0,0
0,272,272,0,0
160,608,352,320,0
160,800,352,320,0
512,1392,0,320,0
0,1152,0,0,0
64,1104,64,0,0
160,576,96,320,0
160,1584,352,320,0
512,1136,0,320,0
512,1408,0,0,0
368,0,0,0,0
160,608,352,144,0
0,448,0,320,0
512,2064,0,320,0
512,1072,0,0,0
512,992,0,0,0
160,608,352,176,0
160,1056,352,320,0
512,768,0,320,0
512,1648,0,0,0
0,0,0,0,0
144,704,0,0,0
48,352,96,48,0
160,1088,352,320,0
64,720,0,320,0
512,1424,0,0,0
512,128,0,0,0
112,1920,288,0,0
512,1632,0,0,0
160,352,352,0,0
160,640,352,320,0
0,992,0,320,0
368,1504,352,320,0
496,1376,0,0,0
512,1376,0,0,0
160,368,224,0,0
160,624,352,320,0
0,672,352,320,0
512,1408,0,320,0
0,896,0,0,0
496,992,0,0,0
160,608,0,0,0
160,1056,352,320,0
512,800,0,320,0
512,1648,0,0,0
0,0,0,0,0
160,624,352,0,0
160,448,0,320,0
160,1216,352,320,0
384,1488,0,0,0
512,1296,0,0,0
160,528,352,0,0
160,1008,352,320,0
496,1152,352,320,0
512,1824,0,0,0
0,0,0,0,0
160,1152,352,0,0
144,352,352,320,0
160,1440,352,320,0
512,1376,0,0,0
512,944,0,0,0
160,608,352,0,0
160,1200,352,320,0
160,832,352,320,0
512,1504,0,0,0
0,992,0,0,0
160,976,272,0,0
160,656,304,320,0
16,832,352,320,0
512,1136,0,320,0
512,1376,0,0,0
0,256,80,0,0
160,608,352,272,0
0,448,352,320,0
672,1968,0,320,0
640,1232,352,320,0
512,1568,0,320,0
512,688,0,0,0
0,672,0,0,0
160,0,352,0,0
160,1072,352,320,0
288,1424,352,320,0
512,1712,0,320,0
512,1376,0,0,0
128,1024,16,0,0
160,448,352,208,0
160,1120,352,320,0
512,1744,176,320,0
512,1376,0,0,0
512,1728,0,0,0
160,528,352,0,0
160,608,352,288,0
0,848,160,320,0
512,1632,0,320,0
512,1376,0,0,0
512,1104,0,0,0
160,608,352,0,0
160,1232,352,320,0
464,1152,0,320,0
512,1552,0,0,0
208,656,0,320,0
0,1152,240,320,0
512,1504,0,224,0
512,992,0,0,0
0,1216,96,0,0
160,656,352,320,0
160,1344,352,320,0
416,1152,0,320,0
512,1712,0,0,0
48,752,0,0,0
160,800,352,0,0
160,912,352,320,0
112,1136,352,320,0
512,1376,0,48,0
512,1376,0,0,0
160,240,112,0,0
160,1184,352,144,0
0,992,144,320,0
512,1408,0,320,0
512,1200,0,0,0
512,816,0,0,0
160,464,352,0,0
160,752,352,304,0
160,832,352,320,0
512,1312,0,320,0
0,672,0,0,0
512,976,0,0,0
160,608,192,64,0
160,1056,352,320,0
448,1056,112,320,0
512,1728,0,0,0
512,0,0,0,0
160,832,352,0,0
160,288,0,320,0
160,1328,256,320,0
0,1136,0,272,0
384,1200,0,0,0
160,1280,352,0,0
160,704,352,320,0
160,320,352,320,0
512,1632,0,320,0
16,0,0,0,0
0,864,64,0,0
0,144,0,224,0
160,1056,352,320,0
224,448,352,320,0
512,1840,0,0,0
512,912,0,0,0
160,1072,352,0,0
16,352,256,320,0
432,1440,352,320,0
0,1424,0,320,0
512,1376,0,0,0
160,1024,352,0,0
160,608,352,320,0
480,960,352,320,0
80,1408,0,320,0
336,0,0,0,0
352,1008,0,0,0
0,208,240,0,0
160,1056,352,320,0
288,752,352,320,0
512,1776,0,0,0
512,672,0,0,0
160,928,352,0,0
160,96,352,320,0
48,1440,352,320,0
512,1040,0,160,0
512,1376,0,0,0
384,960,208,0,0
160,608,352,320,0
352,1168,352,320,0
320,1328,0,320,0
512,1024,0,0,0
512,1136,0,0,0
160,608,352,0,0
160,928,352,320,0
512,2400,352,320,0
512,1728,0,32,0
512,1376,0,0,0
160,896,352,0,0
160,704,352,320,0
240,1424,352,320,0
304,448,0,208,0
512,1376,0,0,0
160,544,0,0,0
160,608,352,320,0
160,736,352,320,0
512,1296,0,320,0
512,1264,0,0,0
96,848,0,0,0
160,0,352,48,0
160,1056,352,320,0
160,480,0,320,0
512,1728,0,0,0
672,1632,0,0,0
160,1024,352,0,0
160,96,352,320,0
176,1232,352,320,0
512,832,0,224,0
512,1056,0,0,0
32,976,0,0,0
160,608,352,320,0
160,1472,352,320,0
160,352,0,320,0
160,1056,352,320,0
512,656,0,320,0
512,1376,0,0,0
352,0,0,0,0
160,832,352,48,0
160,352,352,320,0
384,1312,208,320,0
416,992,0,320,0
0,1024,0,320,0
512,1632,0,320,0
512,992,0,0,0
224,992,0,0,0
160,608,352,48,0
160,1280,352,320,0
512,1232,80,320,0
352,1456,0,320,0
512,928,0,0,0
80,656,0,0,0
160,608,352,320,0
160,2000,352,320,0
512,1440,0,224,0
512,1376,0,0,0
0,0,0,0,0
160,704,352,240,0
0,448,0,320,0
512,1344,0,320,0
0,1376,0,0,0
512,992,0,0,0
112,608,352,112,0
160,1056,352,320,0
512,1184,0,320,0
512,1728,0,0,0
0,0,0,0,0
160,752,352,0,0
144,704,0,320,0
80,1456,352,320,0
512,1376,0,0,0
512,1216,0,0,0
160,608,352,0,0
160,1408,352,320,0
224,1040,192,320,0
512,1728,0,0,0
0,544,0,0,0
160,896,352,0,0
160,640,160,320,0
160,1392,352,320,0
512,992,0,320,0
512,1376,0,0,0
160,352,112,0,0
160,944,352,320,0
0,448,0,320,0
512,1264,0,320,0
80,800,0,0,0
128,768,0,0,0
160,640,352,320,0
160,1552,352,320,0
464,1072,0,320,0
512,1472,0,0,0
0,0,0,0,0
160,720,352,0,0
160,544,0,320,0
560,1472,240,320,0
512,992,0,0,0
512,1296,0,0,0
160,608,352,0,0
160,1040,352,320,0
0,656,352,320,0
512,1328,0,320,0
0,656,0,0,0
512,992,0,0,0
160,400,352,16,0
160,1056,352,320,0
512,1024,0,320,0
512,1728,0,0,0
368,0,0,0,0
160,656,352,0,0
160,448,320,320,0
272,1088,112,320,0
96,1456,0,0,0
512,1376,0,0,0
160,496,352,0,0
160,704,352,320,0
128,384,352,320,0
528,1664,0,320,0
0,432,0,0,0
448,688,0,0,0
0,256,352,0,0
160,1056,352,320,0
448,1280,16,320,0
512,1680,0,0,0
400,512,0,0,0
160,720,352,0,0
160,448,352,320,0
160,1056,144,320,0
512,912,0,224,0
512,736,0,0,0
0,608,352,0,0
160,608,352,304,0
160,1056,352,320,0
512,2368,0,320,0
512,736,0,96,0
512,736,0,0,0
0,0,288,0,0
160,608,352,320,0
384,1008,352,320,0
512,1440,0,320,0
512,1424,0,0,0
512,0,0,0,0
160,352,352,0,0
160,1088,352,320,0
144,464,384,320,0
512,1648,0,208,0
512,736,0,0,0
0,112,0,0,0
160,1056,352,192,0
160,1440,352,320,0
512,896,0,320,0
512,1136,0,0,0
512,672,0,0,0
160,608,352,0,0
160,816,352,320,0
0,1168,0,320,0
512,1728,0,0,0
512,400,0,0,0
160,576,352,0,0
160,704,352,320,0
160,1504,352,320,0
512,1520,0,0,0
512,992,0,0,0
16,0,0,0,0
160,976,352,288,0
160,1408,272,320,0
160,832,352,320,0
560,672,160,320,0
512,1440,0,0,0
512,0,0,0,0
112,352,176,0,0
160,448,352,192,0
160,1376,352,320,0
512,992,0,320,0
512,1264,0,0,0
512,464,352,0,0
160,608,352,0,0
160,640,352,320,0
336,2016,0,336,0
512,528,0,0,0
512,672,0,0,0
0,128,352,0,0
160,688,352,320,0
160,2112,352,320,0
512,1440,0,272,0
512,1376,0,0,0
224,48,0,0,0
160,704,352,320,0
160,1440,352,320,0
512,720,0,320,0
512,992,0,0,0
592,96,96,0,0
160,608,352,0,0
160,96,352,320,0
512,1840,0,320,0
512,160,0,320,0
512,1728,0,320,0
512,928,0,0,0
0,96,0,0,0
160,1056,352,112,0
160,1056,0,320,0
192,2064,320,320,0
512,1152,0,0,0
512,672,0,0,0
160,608,352,0,0
160,1056,352,320,0
0,1296,0,336,0
512,1824,0,0,0
368,0,0,0,0
160,352,352,0,0
160,816,352,320,0
160,2256,352,320,0
512,1152,0,208,0
512,944,0,0,0
96,352,256,0,0
160,1280,352,272,0
0,784,80,320,0
512,1824,0,272,0
512,208,0,0,0
160,544,352,0,0
160,608,352,320,0
160,1760,352,320,0
512,1408,0,0,0
512,1328,0,0,0
0,0,0,0,0
160,608,352,0,0
0,704,352,320,0
160,1376,352,320,0
512,672,0,320,0
512,992,0,0,0
64,112,176,0,0
160,608,352,320,0
160,768,352,320,0
512,1440,0,320,0
416,0,0,0,0
96,256,80,0,0
160,608,352,256,0
160,1312,352,320,0
512,1360,0,224,0
512,1184,0,0,0
624,0,0,0,0
160,768,352,0,0
0,1152,352,320,0
480,1824,0,320,0
512,672,0,0,0
512,544,0,0,0
160,608,352,0,0
160,1024,352,320,0
128,896,352,320,0
512,1760,0,320,0
512,0,0,0,0
512,640,0,0,0
672,560,0,0,0
160,752,352,0,0
160,608,352,0,0
160,1392,352,320,0
208,768,0,320,0
512,1696,0,0,0
512,880,0,0,0
160,352,352,0,0
160,1024,352,320,0
160,1760,0,320,0
512,1536,0,320,0
512,1072,0,0,0
512,704,0,0,0
160,352,352,0,0
160,848,352,320,0
0,768,352,320,0
512,1440,0,320,0
512,144,0,0,0
0,304,64,0,0
160,608,352,320,0
160,1184,352,320,0
512,992,0,320,0
512,720,0,0,0
0,80,16,0,0
160,896,352,320,0
0,1008,352,320,0
512,1440,0,320,0
512,320,0,0,0
512,272,0,0,0
160,608,352,0,0
160,1168,352,320,0
496,1584,0,320,0
512,1680,0,0,0
0,0,0,0,0
160,592,352,0,0
160,784,352,320,0
160,1840,352,320,0
512,992,0,0,0
512,656,0,0,0
160,368,352,0,0
160,608,352,0,0
0,448,352,320,0
0,2048,144,320,0
512,1296,0,240,0
512,896,0,0,0
608,160,352,0,0
160,608,352,272,0
160,880,352,320,0
512,1120,0,320,0
512,0,0,0,0
512,592,0,0,0
160,176,352,0,0
160,704,352,320,0
160,2112,352,320,0
512,1424,0,320,0
512,0,0,0,0
448,304,0,0,0
160,432,352,224,0
160,1056,352,320,0
192,784,224,320,0
512,1552,0,0,0
512,768,0,0,0
368,160,64,0,0
160,608,352,0,0
160,1056,352,320,0
160,1264,352,320,0
512,1648,0,0,0
512,672,0,0,0
160,480,352,0,0
160,592,352,304,0
160,1744,0,320,0
160,1632,0,320,0
512,1376,0,0,0
512,944,0,0,0
160,416,352,0,0
160,704,352,320,0
0,1104,320,320,0
512,1440,0,160,0
416,96,0,0,0
256,352,48,0,0
160,256,352,320,0
160,912,352,320,0
112,1216,304,320,0
512,1440,0,0,0
512,0,0,0,0
160,384,352,0,0
0,352,352,320,0
160,1408,352,320,0
512,736,0,320,0
528,992,0,0,0
272,288,176,0,0
160,608,352,0,0
16,608,352,320,0
352,1824,0,320,0
512,0,0,0,0
512,544,0,0,0
144,608,352,0,0
160,1040,352,320,0
672,1296,352,320,0
512,1792,0,0,0
512,0,0,0,0
160,576,352,0,0
160,480,352,320,0
160,1920,352,320,0
496,1456,0,64,0
512,1312,0,0,0
672,688,176,0,0
512,704,0,0,0
512,1424,0,0,0
512,0,0,0,0
160,304,352,0,0
112,256,352,320,0
160,1760,352,320,0
512,864,0,320,0
512,1072,0,0,0
640,0,0,0,0
176,608,352,0,0
160,528,352,320,0
160,1264,352,320,0
512,656,0,320,0
512,944,0,0,0
672,336,352,0,0
160,608,352,112,0
160,1312,352,320,0
272,1776,0,320,0
512,1632,0,0,0
512,400,0,0,0
0,96,352,0,0
160,704,352,320,0
672,976,352,320,0
512,1552,0,96,0
512,1456,0,0,0
512,592,0,0,0
