ONOS1,ONOS2,ONOS3,ONOS4,ONOS5
1280,1740,1120,1400,1560
1540,1180,1660,1700,2120
600,600,1280,1580,1800
840,1000,600,640,760
1360,1300,1720,1720,1660
2360,1940,1640,1560,1540
1280,840,1580,1440,2300
1680,1200,1260,1500,1260
1060,1240,600,820,1160
1720,2120,1720,1720,1360
1600,1760,1240,1560,1580
1640,1600,1860,1960,2360
860,740,440,1480,1640
1020,600,700,940,1200
1120,1120,1720,1720,1380
2260,2440,1560,1560,1380
1640,1140,1640,2540,2760
1380,1240,1640,1640,1640
600,620,640,1100,1260
1740,1060,1660,1660,1200
1760,2600,1560,1100,2040
1840,1800,2200,2520,2360
1140,680,1300,1640,1680
680,600,1580,1800,1680
1720,1020,1000,960,800
1560,1620,1460,1720,1720
1640,1400,2080,2600,2140
1000,1020,1500,1440,1400
600,600,600,1400,1960
1720,1980,1360,1380,1120
1560,2140,1580,1820,2040
2540,2040,2760,2660,2280
1200,800,1200,1640,1800
860,720,1800,1760,1520
1120,1320,840,660,820
1960,1940,1720,1960,940
1320,1800,960,1540,1680
1760,2000,2040,2560,2680
100,280,980,1640,1640
600,600,660,1080,1520
1360,1120,1700,1720,1240
1600,1140,1740,1620,1720
1940,1540,1660,1560,1580
1640,1420,1640,1640,2000
1180,600,1800,1560,1480
1280,1120,760,600,640
1480,1120,1480,1200,1720
2660,2120,1960,1800,1960
840,800,1420,1640,1980
1400,860,1760,1400,1400
1160,1040,640,600,720
1880,1700,1720,1640,1700
1660,1440,1740,1760,1560
1640,1800,1640,2800,2660
1400,0,1640,1640,1720
880,600,1740,1600,1300
1420,480,900,600,600
1560,1100,1720,1720,1720
2160,1220,2180,1940,1760
1220,1120,1640,1640,1640
600,700,1520,1800,1620
1720,1400,1360,1300,680
1000,840,800,2040,1720
2120,1680,2460,2460,2100
540,0,940,1580,1520
600,600,1140,1600,1500
1320,1080,1360,1360,740
1560,1860,1400,1660,1720
1500,840,2100,1860,2020
1280,1040,1640,1640,1640
600,600,1300,1800,1800
1720,1720,1600,1640,1200
1840,2160,1260,1500,1580
1860,1920,2260,2600,2660
660,380,860,1520,1620
660,700,740,980,1280
1120,1160,1720,1620,1300
1960,2160,1560,1460,1400
1640,980,2000,2620,2740
1200,1160,1640,1640,1640
600,660,940,760,1500
1360,1580,1020,620,600
1620,1440,1720,1720,1720
2360,2520,2300,2060,1720
1200,980,1640,1640,1920
1800,1280,1420,1360,1760
960,1140,680,800,1060
1720,1740,1720,1720,1320
1240,1180,1020,1560,1600
1640,1100,1840,1820,2140
820,600,1280,1280,1640
600,840,1040,1680,1600
1720,1040,1360,1140,600
1740,1980,1640,1720,1720
2260,800,2420,1880,1820
1640,1360,1640,1640,1720
740,600,1800,1740,1560
1420,1400,1060,700,600
1160,1100,760,1720,1720
2460,2180,2520,2320,1800
860,680,1200,1640,1800
1080,680,1420,1740,1380
1360,880,1060,660,600
600,600,980,1240,1380
1100,940,1080,1200,780
1780,2140,1520,1260,1580
2000,700,2380,2760,2440
1200,1000,1640,1640,1640
860,720,640,1000,1220
1720,1720,1720,1560,1340
2100,1800,1680,1560,1440
1640,1640,1940,2020,2400
1800,1440,2240,1640,1640
600,640,780,980,1360
1300,780,960,1380,1000
1860,1840,1560,1560,1460
1820,540,2440,2080,2520
1260,740,1640,1640,1640
620,180,1100,1560,1620
1720,1580,1360,1100,740
1600,1340,1720,1720,1720
2080,2080,2640,2480,2180
1300,520,1640,1660,1720
600,600,1300,1600,1420
1040,360,840,840,600
1560,1560,1300,1460,1720
2320,120,2520,1960,1980
1640,1240,1640,1600,1980
1320,420,1780,1120,1560
1220,1360,780,600,620
1560,1020,2160,1160,1640
2840,2360,2160,1940,1560
1640,0,1680,1640,2140
1800,1440,1200,1540,1640
1360,680,1020,980,1240
1720,1720,1680,1680,1260
2000,1000,2420,1560,1480
1640,1860,2000,2340,2680
1800,900,1960,1640,1640
600,640,720,1060,1360
1900,880,1240,1360,1000
1900,2780,1560,1600,1600
1520,620,1720,1720,1720
2060,2320,2440,2080,1820
1640,1520,1640,1640,1980
1200,840,1580,1220,1380
1320,880,860,600,600
1560,1800,1640,1720,1720
2340,1080,1920,1880,1800
940,1200,1480,1640,1660
1700,660,1480,1920,1480
1020,940,600,1180,1380
1720,1480,1680,1620,1080
1960,2540,1920,1960,1720
2040,1340,2520,2380,1960
860,660,1240,1640,1800
1140,900,1780,1640,1360
1220,1360,700,520,600
1920,1800,1720,1720,1720
1780,1780,1220,1560,1720
2760,2300,2460,2300,1940
740,920,1160,1640,1980
1340,1100,1840,1740,1800
980,640,700,900,1200
1720,1660,1700,1800,1300
1780,900,1780,1860,1820
1760,1860,2000,2240,2600
1540,820,1640,1640,1640
600,840,640,800,1240
1560,1120,1440,1080,1200
1940,2200,1620,1500,1440
1700,1160,2000,2360,2700
1440,2600,1640,1640,1640
1640,920,1640,1640,2140
1340,960,1600,1400,1640
1280,1000,600,620,1060
1840,1540,1720,1720,1560
2180,1700,1560,1560,1480
1640,1500,1760,1640,2300
1660,820,1820,1660,1640
880,900,600,600,900
1620,820,1500,1140,1380
2140,2320,1560,1560,1660
1960,800,2000,2300,2660
1280,1320,1640,1640,1660
1220,460,1380,1640,1700
1640,1560,940,600,700
1740,1340,1720,1720,1720
2760,2680,2380,1120,1580
1880,2360,2000,2380,2760
1300,1020,1200,1520,1640
1040,720,600,880,1160
1560,1480,1720,1720,1340
1580,360,1560,1600,1720
1980,1880,2000,2760,2640
1340,1160,1380,1640,1320
600,600,600,1360,1600
2120,1040,1440,1200,940
1800,2080,1540,1800,1720
2040,2020,2740,2560,2260
1200,1240,1640,1600,1680
1760,760,1400,1500,1640
1240,1260,600,820,1380
1720,1340,1720,1860,1300
2060,2300,1560,1360,1720
1680,1840,2000,2220,2620
1120,1320,1640,1640,1640
640,1000,1380,1680,1680
1720,1520,1340,1040,780
1560,1560,1480,1720,1720
1900,1260,1640,2480,2120
1320,1100,1540,1400,1440
600,600,1760,1560,1800
1360,960,920,600,600
1560,1600,1720,1720,1720
2240,2140,1420,1560,1540
920,980,1800,1560,2280
1440,840,1240,1640,1640
640,600,600,800,1040
1640,1140,1720,1580,1280
1860,1780,1220,1840,1940
2340,1840,2760,2640,2380
860,600,1300,1640,2340
1700,1200,1220,1460,1640
920,440,700,840,1220
1720,1720,1720,1720,1360
1460,1100,1520,1680,1440
1640,1520,2000,2200,2640
1520,540,1640,1640,1640
600,600,640,960,1320
1160,1120,1080,1160,1320
1920,2240,1540,1560,1880
1800,620,2080,2280,1980
1400,740,1640,1640,1700
820,640,1480,1800,1640
1720,1740,1060,600,600
920,800,1100,1640,1720
2700,2400,2120,900,1560
1640,0,1640,1640,1940
1040,980,1800,1580,1480
1240,320,600,600,720
1960,1760,1720,1320,1660
2620,1460,1860,1780,1640
1640,1420,1640,1640,1960
1740,600,2180,1900,1900
600,660,1000,1300,1520
1580,880,900,900,740
1600,2000,1720,1600,2920
1360,1200,840,660,600
1480,1120,1720,1720,1720
2580,2620,1900,1560,1560
1380,620,1640,1200,2100
1500,1200,1660,1340,1600
1100,1360,740,640,720
1660,1680,1720,1720,1180
1680,1960,800,1600,1620
1640,2020,1760,1860,2220
600,780,940,1440,1640
600,660,720,1000,1120
1720,1520,1420,1180,1120
1820,1900,1720,1720,1700
2120,1860,2360,2220,1660
2760,2100,2380,2220,2180
1320,0,2000,2380,2240
1220,800,1640,1640,1640
820,140,1420,1800,1620
1100,1100,640,680,640
1920,960,1360,1960,1340
1640,960,1280,1080,800
1600,1440,1280,920,980
1280,740,1560,1620,1380
2080,1880,1720,1720,1660
920,1140,1220,1460,1300
1020,520,940,1340,920
1680,1580,1720,1720,1700
1740,1020,1480,2000,1760
1920,2580,2500,2440,2220
2440,1120,1860,1840,1420
1600,1040,1640,1480,1800
1440,840,1560,1320,1340
1140,1060,920,940,1120
1440,1380,1720,1720,1680
920,1120,1220,1720,1440
1820,2260,1240,1500,1500
1640,1000,1980,1920,2440
1620,1180,1440,1640,1640
920,980,920,920,1680
1340,1120,2020,1720,1520
1240,440,1040,1100,1060
1720,1720,1720,1900,1580
1440,920,920,1020,1240
1120,1420,1260,1720,1340
1620,1620,1560,1280,1520
2380,1100,2060,1960,1700
1640,1640,1640,1640,2000
1320,640,1640,1400,1640
1300,1360,920,920,940
1220,1380,1220,1720,1720
2200,1620,1700,1500,1560
1020,600,1340,1100,1860
1480,1300,1640,1640,1640
1720,920,2160,2160,2260
920,1100,920,1020,1040
1540,640,1580,1540,1520
1600,1920,1720,1820,1540
2380,1280,2860,2160,2300
2440,2360,1920,1740,2180
2440,2320,2260,1860,1840
1200,840,1260,1640,1580
2120,1280,1820,2060,1680
2160,220,2420,2440,2240
1240,1240,1640,1640,1540
1740,920,1640,1640,1320
700,780,600,1480,1920
2120,1500,2120,2060,2320
920,660,800,1920,1920
1720,1460,1400,1140,1020
1560,580,1720,2000,1720
2460,2320,1980,1520,1480
1380,0,1660,1640,2080
1320,1180,1300,1500,1640
1120,240,920,1120,1800
1560,1720,1300,1760,1480
1520,1340,1500,1580,1200
1960,1660,2440,2120,2140
1540,1520,1640,1660,2000
1320,760,1800,1400,1680
1540,260,1380,920,1100
1780,1460,1720,1720,1660
1960,680,1680,1560,1440
1640,1800,1920,1880,2080
1880,760,1780,1640,1640
920,1120,2120,1800,1680
1720,1240,920,1140,1120
1100,1420,940,920,940
1720,1720,1720,1720,1720
1680,1840,1180,1320,2000
2300,1960,2440,2400,2120
2860,2320,3160,2360,2360
1120,1680,680,1720,1720
1580,1700,1620,1740,1600
1780,1500,2220,2340,2160
1720,1600,1720,1720,1680
2000,1000,1680,1620,1780
2160,2140,1600,1440,1560
1980,1860,1120,1120,1180
1200,660,1900,2060,1960
1320,1480,1640,1640,1660
1660,1500,1800,1640,2180
1700,1220,1640,1640,960
1640,1640,1740,1780,2120
1680,300,1640,1840,1860
1920,1600,2320,2080,620
2160,2400,2160,2080,1960
2760,2040,1860,2300,1380
1280,1440,1040,980,1060
1460,1440,1040,1040,1040
3280,2360,3340,3180,2200
2200,560,2100,1860,2440
2620,2360,2720,3360,2540
1040,1040,1040,1040,1160
2160,1340,2020,1720,1340
1120,1520,1440,1340,1720
1900,1000,2060,1760,1660
1380,720,1640,1640,1640
1460,160,2020,1860,1680
1700,1440,1360,1040,1040
2160,1300,1920,1840,1720
2060,1920,2280,1740,1720
2400,2220,1960,1640,1840
1660,1540,2100,2080,1920
1720,1180,1040,1140,1360
1260,1400,1400,1720,1720
2320,560,1600,1740,1200
1640,1520,1640,1640,1860
2060,720,2200,2120,1840
1040,1040,1380,2060,2520
1060,1040,1040,1040,1100
1400,1000,1400,1720,1660
1960,2140,1120,1120,1120
1380,1220,1640,1640,1980
1900,860,1860,1520,1600
1340,1460,1040,1040,1040
1420,1080,1560,1720,1700
2180,2240,1500,1160,1240
1660,1820,1920,1980,2280
1660,1160,1800,1660,1640
1720,1600,1040,1040,1240
980,1320,1560,1720,1620
2080,660,1120,1120,1180
1640,1640,1720,1800,2140
2060,880,1920,1860,1760
1040,1040,1040,1040,1300
1340,1440,1720,1720,1580
1820,1540,1120,1240,1460
2060,1660,2300,2320,2160
1720,1420,1720,1640,1580
1040,1040,1360,1680,1860
1440,1600,1440,1480,1060
1540,1020,1180,1180,1420
1920,1880,2320,2320,2060
2040,1800,1640,1640,1640
1100,1040,1300,1680,1940
1880,1720,1380,1260,1040
1180,1200,1200,1140,1340
1920,1080,2180,2320,2140
1840,1540,1820,1640,1640
1560,640,1600,1780,1800
1720,1560,1380,1120,1040
1240,900,1260,1540,1720
2160,2320,2060,1700,1360
1640,1800,1340,1640,1540
1440,1060,2160,1840,1880
1580,1320,1040,1040,1080
1280,1620,1400,1500,1720
2240,1500,1540,1120,1140
1640,1320,1640,1640,1680
2020,820,1640,1660,1580
1100,1040,1040,1440,1680
1980,1800,1720,1720,1620
1760,1600,1120,1300,2120
1180,800,1400,1720,1720
2120,1020,1760,1460,1560
1560,1420,1640,1640,1640
1340,1040,2140,2000,1780
1720,1620,1520,1240,1040
1260,400,1720,1720,1720
1860,2180,1240,1120,1200
1020,880,1120,1680,2000
2120,1740,1720,1940,1640
640,1160,860,1220,1640
1720,1400,1720,1720,1680
1140,1100,1340,1300,1100
2260,2000,1880,1660,1360
1580,0,1640,1680,1660
1520,1140,2360,2340,2180
1040,660,1180,1080,1380
1060,1460,1680,1820,1720
1460,1780,1260,1120,1140
1640,1380,1640,1640,1660
1140,560,1980,2200,1780
1320,1240,1040,1040,1120
1480,360,1560,1720,1720
2280,1820,1540,1340,1140
800,900,2040,2160,1780
1440,1600,1640,1640,1640
1040,240,1920,1900,1860
1720,1720,1480,1320,1040
880,740,1680,1720,1720
1980,1800,1800,1540,1400
1640,460,1640,1480,1720
1780,920,1980,1660,1760
1440,1080,1520,1060,1420
1520,1140,1620,1720,1720
2000,1200,1860,1580,1100
1640,1620,2160,2020,2040
1420,1240,1680,1640,2260
1280,1280,1640,1640,1840
1960,1240,1540,1880,1640
1280,1500,1040,1040,1500
1520,1480,1720,1720,1720
1500,1520,1160,1240,1500
1660,1320,1780,2020,2240
1420,1400,940,1760,1640
1040,1480,1100,1440,1720
800,980,1240,1720,1700
1120,1680,1320,1540,1440
2240,1200,1780,1760,1580
1640,1840,1640,1640,1720
2220,920,2100,1960,1640
1040,1040,1180,1340,1700
800,680,1720,1720,1640
1720,1720,1220,1140,1240
1280,1040,1800,2020,2280
1860,1420,1860,1640,1640
680,720,1480,1840,2140
1720,1720,1720,1560,1300
1280,820,1160,1440,1600
1980,1400,2020,1800,1820
1060,940,1300,1640,1640
1380,1400,2180,2080,1780
1720,600,1160,1320,1040
1220,1160,1400,1720,1720
2000,980,1560,1240,1240
1640,1640,1640,1640,2000
1780,920,1920,2080,1640
1140,1040,1040,1120,1320
1240,400,1720,1720,1700
1780,1740,1120,1240,1000
1060,760,1320,1960,2160
2120,1760,1800,1960,1640
1200,740,1800,1840,1700
1720,1780,1580,1320,1040
1920,520,1720,1720,1580
1640,1500,1240,1300,1420
1780,620,2240,2060,1760
1800,1680,1640,1640,1640
1920,1020,2200,2000,1780
1540,1600,1040,1040,1260
2200,1600,1720,1720,1660
1540,1920,1120,1120,1280
1960,700,2040,2000,2020
1580,1340,1700,1640,1640
1080,560,1500,1600,1740
1720,1720,1720,1680,1420
1840,1560,1620,2000,1720
2160,1560,1580,1340,1320
1640,1340,1640,1680,1900
1900,1500,1680,1820,1640
1040,1340,1320,1480,1600
1240,1600,1720,1720,1520
1140,780,1160,1100,1240
1640,1040,1640,2180,2200
1660,1480,1640,1640,1640
1040,1040,1040,2060,2080
1720,1720,1600,1320,1180
1120,1120,760,1520,1720
2220,2020,1600,1480,1320
1200,1040,1640,1640,2120
2000,1800,1580,1660,1640
1320,1420,1040,1040,2680
1880,1120,2240,2180,2280
1720,840,1320,1160,1040
1280,1040,1400,1680,1720
1860,1040,1500,1580,1120
1500,1740,1640,1700,1640
760,560,1480,2100,1880
1720,1720,1620,1440,1200
1200,540,1240,1760,1720
1760,1680,2260,1940,1600
1160,80,1640,1460,1640
1080,1000,1700,2120,2020
1620,640,1600,1440,1040
1160,1080,1240,1480,1680
1940,780,1920,1920,1520
1500,1620,1640,1640,1640
1180,860,2020,2240,1940
1720,1720,1300,1180,1040
740,720,1040,1440,1720
2040,1760,2040,1840,1360
980,120,1000,1560,1660
1460,1280,2080,2040,1700
940,420,640,1120,1440
1300,1380,1720,1720,1720
1300,580,1120,1080,1120
1640,1320,1740,2040,2280
1920,700,1820,1460,1640
1040,800,1160,1580,1680
1700,940,1720,1440,1240
1180,1400,1140,840,1220
820,720,1820,1880,1640
1340,1260,1640,1640,1640
640,400,900,1660,2060
1720,1740,1720,1800,1660
1200,620,1180,1760,1660
1840,1680,2280,2040,1560
1700,200,1640,1640,1640
1620,1120,2120,2000,1780
1720,780,1440,1320,1040
1240,1160,1360,1440,1720
1560,840,1780,2020,1640
1400,1600,1640,1640,1640
680,900,2060,2140,1840
1720,1460,1500,1320,1040
1420,440,1400,1720,1720
2140,1960,1740,1520,1180
900,0,1640,1640,1640
1560,1340,1960,1800,1600
1400,260,1200,1340,1040
1240,1300,1700,1720,1720
1580,760,1480,1520,1160
1640,1500,1640,1640,1660
1840,1040,1920,1360,1720
1520,1560,1040,1060,1080
1420,240,1280,1720,1720
2280,1520,1500,1440,1120
1380,600,1420,1640,1700
1620,1340,1960,1520,1780
1120,600,560,1280,1160
1520,1000,1440,1720,1720
1640,1200,1520,1500,1180
1640,1560,1640,1640,1680
1760,1040,2100,2060,1740
1560,1560,1040,1140,1040
1120,1000,1540,1640,1720
2120,1640,1260,1240,1140
980,560,1180,1580,1680
1620,1620,2120,1860,1980
1240,1080,780,1320,1040
1240,1120,1400,1720,1760
1640,1320,2020,1580,1500
1620,1600,1640,1640,1640
1520,920,1840,1520,1920
1560,1520,1040,1060,1040
1120,680,1440,1260,1720
1880,2180,1580,1120,1120
1200,880,1640,1460,1660
1640,1200,1900,1920,1960
1480,1420,1040,1200,1160
1300,1020,1520,1720,1720
1760,1360,1560,1220,1120
1640,1640,1640,1640,1760
1040,920,1860,1960,1780
1400,1200,1040,1040,1040
1080,860,1300,1400,1720
2100,2120,1440,1120,1140
1220,680,1480,1160,1800
1660,1260,1780,1860,1580
940,840,1100,1900,2240
1720,1500,1560,1320,1040
840,780,1280,1720,1720
2260,2040,1740,1520,1280
820,600,1180,1660,1800
1700,1260,1920,1880,1720
1300,1160,780,1220,1440
1320,1320,1720,1720,1720
1120,1060,1140,1700,1200
1660,1360,1640,1960,1980
2080,940,1960,2120,1640
1280,1160,1040,1180,1500
800,680,1720,1720,1720
1440,1660,1120,1120,1160
1260,1240,1520,1960,2300
1680,1040,1960,1640,1640
840,760,960,1780,2060
1720,1500,1720,1800,1660
1420,860,1360,1320,1000
1640,1320,1800,1960,2280
1560,620,1960,1640,1640
1040,1060,1360,1840,2180
980,680,1720,1700,1520
1160,1300,1260,1240,1440
1160,960,2320,2040,1940
1380,1500,1640,1660,1640
1040,1040,2060,1600,2100
1720,1600,1560,1360,1080
960,840,1360,1720,1720
1920,1580,2100,1660,1400
760,400,1200,1640,1640
1180,1040,1760,1900,2000
1340,960,1500,1560,1040
1240,1380,1260,1580,1720
1840,1320,1940,1780,1480
1220,1780,1640,1640,1640
1040,820,1720,2000,2280
1560,1560,1040,1040,1040
1160,820,1480,1400,1720
2320,2240,1780,1120,1200
620,680,1220,1600,1800
1860,1540,1760,1900,1720
840,800,560,1360,1720
1440,1340,1720,1720,1720
1500,1200,1360,1140,1160
1640,1520,1640,1640,1800
1340,920,1880,1680,1780
1340,1600,1040,1200,1540
1040,680,1720,1720,1720
1540,1680,1120,1220,1180
1640,1280,1840,1940,2300
1640,1320,1640,1640,1640
1660,880,2000,2120,1980
1720,1700,1360,1320,1120
1440,800,1600,1640,1720
2220,1900,1960,1540,1160
1500,0,1640,1640,1680
1820,1420,1920,2080,1640
1540,220,820,1680,1960
1660,1720,1720,1720,3300
1700,1400,1040,1040,1240
1100,840,1720,1720,1720
2100,1120,1260,1440,1120
1640,1380,1640,1640,1940
1700,860,1840,1680,1640
1260,1200,1040,1040,1320
1620,1260,1540,1720,1720
2000,1900,1400,1120,1300
1640,1480,1640,1820,2080
1880,1560,1860,1220,1640
1040,560,1340,1620,1820
1400,1400,1720,1720,1560
1120,680,1080,1200,1420
1700,1480,2040,2180,1880
1400,1320,1640,1640,1720
1300,1040,1500,2560,2480
1680,1740,1760,1640,1640
700,720,1860,2240,1980
1720,1720,1560,1320,1040
1120,280,1220,1680,1380
1780,1580,2180,1800,1640
1640,440,1640,1640,1640
1300,1060,1840,2120,1900
2040,1360,1640,1640,1640
1040,1040,1560,1640,2040
1720,1320,1580,1460,1040
1120,1240,1140,1080,1400
1820,920,2080,1600,1400
1680,1160,1640,1640,1640
1120,440,1780,2000,1820
1720,1720,1500,1320,1060
1540,1240,1720,1720,1560
1500,1920,1120,1420,1200
1800,1620,2320,1960,1980
1360,880,1640,1400,1640
1040,1260,1960,1760,2100
1720,1720,1440,1200,1620
1800,1920,1720,1520,2040
940,1720,1540,1400,1680
1800,1900,2120,1840,1720
600,720,1220,1640,1640
1260,1100,1860,2620,1740
1120,860,720,1060,1280
1380,1560,1720,1720,1720
1480,1260,1280,1240,1160
1640,1360,1660,1840,2020
800,840,1840,1440,1640
1220,1280,1040,1240,1580
1240,680,1420,1720,1720
1720,1720,1120,1120,1120
880,640,1600,1420,1480
1480,1140,1740,1880,1940
1560,1180,760,1040,920
1240,1400,1480,1720,1720
1600,1260,1580,1260,1280
1600,1280,1640,1660,1800
1140,900,1660,1540,1480
1500,1080,1040,1040,1100
840,580,1180,1720,1720
1760,1580,1120,1160,1120
1360,980,2000,1560,2040
1680,1560,1800,1640,1640
1040,1040,1440,1540,1880
1600,1520,1720,1580,1420
1680,960,1240,1320,1180
1840,1200,2320,2160,1420
1000,720,1300,1640,1660
1320,1260,2040,2120,2020
1260,1240,1000,1240,1040
1240,1220,1300,1540,1720
1640,1320,2060,1860,1580
1640,1040,1640,1640,1640
1420,1040,2120,1700,1920
1720,1720,1560,1340,1660
1120,1120,1420,920,1720
2320,1700,1620,1240,1280
1400,1280,1320,1640,1820
1960,1320,1660,1700,1820
1280,1480,640,1040,1060
1300,1380,1400,1720,1720
1640,1300,1460,1120,1160
1640,1500,1640,1640,1640
1040,1040,1660,1800,1980
1080,1200,1380,1660,1900
1540,680,1720,1560,1300
1260,1320,1400,1500,1720
1680,880,1240,1280,1380
1640,1400,1800,1900,2140
1540,660,1960,1560,1640
1040,1040,1100,1400,1700
1780,960,1720,1640,1620
1440,1360,1120,1180,980
1140,320,1020,1840,2000
2120,1460,1780,1660,1640
1020,460,660,1380,1400
1680,1900,1740,1720,1680
1360,1020,1160,1620,1640
1800,1600,2260,2160,1840
1680,480,1640,1640,1640
1380,1240,2120,2000,1760
1640,840,1480,1060,1040
1240,1220,1360,1560,1720
1440,980,1500,1880,1600
1640,1580,1640,1640,1640
940,1240,1300,1920,1680
1720,1580,1560,1480,1200
1540,180,1720,1720,1700
1700,1620,1120,1240,960
2500,1540,3120,3100,1840
1920,1720,1180,1380,1580
1640,860,1800,2040,2140
1640,1220,1540,1360,1480
1080,1100,1660,1920,1800
1400,1400,1500,1540,1300
1240,1060,1180,1480,1420
1720,1100,1680,1580,1360
1640,1240,1640,1700,1880
960,620,1680,1640,1640
1520,1160,2200,2220,2160
1080,520,1040,1160,1340
1240,1340,1720,1720,1720
1640,880,1120,1180,960
1640,1320,1800,1840,2060
1520,760,1740,1640,1640
1180,1080,1680,1960,2120
1680,400,1640,1160,1040
1480,960,1520,1720,1720
1640,1280,1820,1120,1120
1640,1320,1640,1640,1640
2100,1580,2060,1640,1520
1060,1080,1740,1800,1340
1720,180,1060,1320,980
1040,920,2360,2040,1720
1080,1620,1040,1100,1400
1260,540,1540,1680,1500
1720,1720,1680,1560,1680
1720,1720,1400,1320,1080
1520,1640,1240,1720,1860
1520,1800,1400,1440,960
2480,1360,2960,2600,1260
1660,1600,1300,1500,1580
1760,920,2260,2080,1920
1380,1360,1640,1640,1640
1080,760,2240,2000,1860
1720,1720,1440,1320,1040
960,1000,1840,1680,1720
2060,2000,1440,1380,1260
2020,60,1640,1760,1880
2140,1800,1780,1800,1660
1600,580,1200,1280,1400
1700,1620,1720,1720,1720
1880,940,1660,1340,1180
1640,820,1780,1800,2040
1840,700,1680,1640,1640
1040,1040,1100,1640,2180
1720,600,1400,1280,1040
1280,1240,1720,1720,1720
1600,1220,1140,1100,1100
1640,1400,1800,2040,2220
1960,1400,1740,1640,1640
1040,1060,1040,1640,1940
1840,1720,1720,1680,1540
1460,1480,1120,1240,980
1640,1120,1700,1900,2200
1820,1320,1960,1640,1640
1040,200,1160,1580,1740
1720,1720,1720,1720,1560
1620,360,1100,1440,1720
1800,1340,1940,1820,1600
1760,1320,1640,1640,1640
2080,1920,2580,2640,2200
1040,1180,1620,1980,2040
1400,1400,1240,1360,1120
1240,1120,1460,1640,1720
1640,1320,1840,1660,1320
1580,1640,1640,1640,1640
1040,1040,1860,2060,2280
1560,1560,1040,1200,1220
820,700,1720,1720,1720
1900,1720,1120,1200,1260
1200,880,1680,1620,2100
2000,2080,1700,1640,1640
1040,1040,1140,1580,1800
1400,1760,1720,1740,1720
1020,1460,1160,1260,1420
1640,1360,1800,1960,2300
780,860,1040,1640,1640
1040,1040,1380,1640,1960
820,660,1200,1880,1540
1320,1440,1380,1320,1280
1640,1340,2320,1580,1900
1500,1660,1640,1640,1640
1040,740,1960,1820,1880
1720,2080,1420,1320,1220
1120,1440,1360,1720,1720
2300,2000,1440,1120,1640
1060,600,1420,1640,1640
1320,1220,1900,1760,1840
1400,1260,1000,1300,1080
1340,1420,1460,1720,1960
1420,1080,1220,1240,1180
1640,1420,1640,1800,1920
1520,920,1600,1640,1640
1040,1040,1280,1580,1840
1120,400,1720,1660,1420
1240,1200,1040,880,1280
1080,1020,2320,2320,2260
1540,1960,1640,1640,1640
1020,680,2220,1920,1960
1740,1720,1520,1320,1040
1720,400,1520,1220,1140
1320,920,1720,1720,1740
1400,840,2360,1620,1480
1600,800,1720,1560,1280
1340,2340,1720,1520,1740
1380,360,1500,1700,1900
2020,2300,2040,2480,1100
2280,2660,2520,2240,1440
1600,180,1720,1920,1100
1040,1040,1040,1680,1460
1540,1480,1040,1040,1040
1200,1740,1120,1720,2180
3400,3220,2580,2080,1120
5040,3420,4920,4680,1640
3240,2980,3380,3340,420
1200,1080,1440,2520,920
2660,2260,2800,2380,1540
3660,3160,3360,3360,700
2320,2320,2460,2760,1540
2320,1320,2820,2580,2400
2320,1900,2600,2540,2060
2020,1980,2040,2240,2000
2160,2000,3360,3360,1780
4400,4220,4400,4400,2180
1220,460,1560,1040,1420
1720,2020,1420,1320,1460
1620,3920,1200,1380,380
3860,2960,4240,3360,2060
1560,1400,1940,2300,840
2440,940,2660,2840,40
4900,4460,5440,5200,1000
1700,1520,2540,2520,1420
3160,4040,5080,5080,100
1960,2100,3060,2860,1640
4580,3060,5400,5100,660
4400,4080,4360,4240,480
1160,1080,1040,1040,40
2160,2500,1720,1720,400
4900,2040,5440,5720,80
2280,2500,1720,1740,100
3080,3080,3440,3160,40
5000,1860,4800,7760,100
4880,4300,4680,5080,660
10580,3240,10240,23120,120
1600,1700,1720,1360,220
1040,2120,2680,2680,40
6280,4480,5840,6720,160
1840,1300,6740,8340,1260
3580,1660,2320,3360,640
2940,5600,5080,8380,60
3180,7680,2680,7640,120
ONOS1,ONOS2,ONOS3,ONOS4,ONOS5
ONOS1,ONOS2,ONOS3,ONOS4,ONOS5
2320,1840,2320,2140,2240
1680,820,1640,1720,1960
920,920,400,1040,1640
1040,1200,1040,1040,1040
1480,1940,1400,1720,1640
2020,1620,1800,1420,1740
1200,1080,2300,1960,2320
1280,700,1220,1500,1580
1040,1040,1400,1080,1500
1520,1600,1040,1040,1040
980,1580,1400,1720,1720
1880,1840,2080,1960,1720
1080,860,1120,1440,1240
1040,940,1040,1220,1240
1560,1440,1040,1040,1040
1340,1560,1720,1720,1720
1720,1320,1980,2120,1880
1360,1240,1360,1800,2040
880,820,1140,1440,1640
1040,1320,1040,1040,920
440,480,1500,1420,1460
1040,1080,1040,1040,1040
1440,1740,1720,1720,1720
1960,1880,1760,1780,1220
1560,0,1580,1840,2060
1140,920,1420,1280,1620
1480,300,1040,1040,1140
1820,1420,1720,1680,1540
1300,1180,1760,1600,1760
1500,880,2140,2080,2220
1260,560,1620,1420,1440
1040,1040,1040,1140,1160
1440,760,1720,1320,1040
1640,1640,1660,1520,1720
1740,160,2240,2320,2120
1300,500,1480,1640,1640
560,300,1140,1060,1300
1720,1720,1440,1320,1040
